Drug,lncRNA
Mln4924,LINC00317
Mln4924,LINC00226
Mln4924,RP11-360P21.2
Mln4924,RP11-20J15.3
Mln4924,AC007038.7
Mln4924,CCDC26
Mln4924,HEXA-AS1
Mln4924,EPHA1-AS1
Mln4924,CADM2-AS1
Mln4924,LINC00382
Mln4924,LINC00242
Mln4924,TTTY10
Mln4924,LINC00710
Mln4924,PRKAG2-AS1
Mln4924,AC098973.1
Mln4924,LINC00459
Mln4924,AC005162.4
Mln4924,LINC00973
Mln4924,RP11-347D21.4
Mln4924,AF064858.7
Mln4924,RP11-521D12.1
Mln4924,RP11-245M24.1
Mln4924,LINC00886
Mln4924,AC108056.1
Mln4924,RP11-458K10.2
Mln4924,FAM181A-AS1
Mln4924,LINC00881
Mln4924,LINC00877
Mln4924,SNHG7
Mln4924,RP11-314N13.3
Mln4924,CT60
Mln4924,RP11-331K15.1
Mln4924,CTD-3049M7.1
Mln4924,AC064852.4
Mln4924,RP11-378I13.1
Mln4924,AC012499.1
Mln4924,RP11-553L6.2
Mln4924,AC104695.3
Mln4924,TOB1-AS1
Mln4924,RP4-568F9.6
Mln4924,AP001065.2
Mln4924,RP11-457K10.1
Mln4924,RP4-613B23.1
Mln4924,RP11-415J8.5
Mln4924,TMEM254-AS1
Mln4924,RP11-407B7.1
Mln4924,LINC00051
Mln4924,PVRL3-AS1
Mln4924,ATXN8OS
Mln4924,RP11-90C4.2
Mln4924,NFE4
Mln4924,RP11-575F12.1
Mln4924,RP11-1191J2.2
Mln4924,NAALADL2-AS3
Mln4924,RP4-705O1.1
Mln4924,RP3-467K16.2
Mln4924,AC004538.3
Mln4924,ERVMER61-1
Mln4924,LINC00870
Mln4924,LINC00276
Mln4924,LINC00984
Mln4924,RP11-521D12.5
Mln4924,RP3-437I16.1
Mln4924,RP11-74C13.3
Mln4924,AC092162.1
Mln4924,MYCNOS
Mln4924,RP11-475A13.2
Mln4924,RP11-253M7.1
Mln4924,XXyac-YR29IB3.1
Mln4924,RP11-752G15.3
Mln4924,RP11-88I21.2
Mln4924,AC103563.8
Mln4924,RP11-298O21.5
Mln4924,LINC00052
Mln4924,RP11-259A24.1
Mln4924,RP11-445H22.4
Mln4924,RP11-154D17.1
Mln4924,RP11-65D17.1
Mln4924,RP11-354E11.2
Mln4924,LINC00309
Mln4924,RP11-109E10.1
Mln4924,RP11-34A14.3
Mln4924,RP11-143A12.3
Mln4924,RP11-293M10.5
Mln4924,RP11-303E16.7
Mln4924,LINC00847
Mln4924,RP6-109B7.2
Mln4924,RP11-791M20.1
Mln4924,RP11-209D14.2
Mln4924,LINC00326
Mln4924,RP4-569M23.2
Mln4924,RP11-257I14.1
Mln4924,CTD-2213F21.2
Mln4924,DACT3-AS1
Mln4924,NADK2-AS1
Mln4924,RP11-19O2.2
Mln4924,RP11-410D17.2
Mln4924,RP11-179A16.1
Mln4924,ITPR1-AS1
Mln4924,AC005009.1
Mln4924,RP11-630D6.5
Mln4924,AC016700.5
Mln4924,RP11-715J22.2
Mln4924,RP11-632K5.3
Mln4924,RP11-260E18.1
Mln4924,FAM225A
Mln4924,AC079117.1
Mln4924,CTD-2024I7.13
Mln4924,RP11-736K20.6
Mln4924,LINC00574
Mln4924,RP11-505K9.1
Mln4924,LINC00899
Mln4924,CTD-2015G9.1
Mln4924,RP11-1094H24.4
Mln4924,LL0XNC01-116E7.2
Mln4924,RASSF8-AS1
Mln4924,CTD-2382E5.1
Mln4924,CTD-2587M23.1
Mln4924,DNM1P35
Mln4924,RP11-45L9.1
Mln4924,LINC00920
Mln4924,LINC00564
Mln4924,SOCS2-AS1
Mln4924,PHKA1-AS1
Mln4924,PCAT4
Mln4924,RP11-53B5.1
Mln4924,RP5-1007M22.2
Mln4924,CTA-331P3.1
Mln4924,AC005772.2
Mln4924,ZBED5-AS1
Mln4924,LINC01104
Mln4924,DNAJC3-AS1
Mln4924,RP11-152L7.2
Mln4924,LINC00867
Mln4924,CPEB2-AS1
Mln4924,CTB-127C13.1
Mln4924,RP11-166A12.1
Mln4924,RP11-817O13.8
Mln4924,RP11-421F16.3
Mln4924,PAN3-AS1
Mln4924,FAM13A-AS1
Mln4924,RP11-399E6.1
Mln4924,DPH6-AS1
Mln4924,RP11-132A1.4
Mln4924,RP11-61A14.1
Mln4924,LINC01019
Mln4924,IQCF5-AS1
Mln4924,CTD-2313J17.5
Mln4924,LINC00290
Mln4924,RSU1P2
Mln4924,RP11-46A10.4
Mln4924,RP11-834C11.3
Mln4924,LINC00616
Mln4924,IDI2-AS1
Mln4924,ATP11A-AS1
Mln4924,RP11-619L12.4
Mln4924,RP11-93B14.5
Mln4924,RP11-717H13.1
Mln4924,AC116614.1
Mln4924,CTD-2536I1.1
Mln4924,LINC00894
Mln4924,MIR146A
Mln4924,AC009299.2
Mln4924,FGF10-AS1
Mln4924,RP11-2O17.2
Mln4924,CTD-3064M3.1
Mln4924,RP11-410C4.5
Mln4924,CYP1B1-AS1
Mln4924,OTX2-AS1
Mln4924,LINC00327
Mln4924,EGFLAM-AS2
Mln4924,RP11-109E24.2
Mln4924,RP5-1021I20.2
Mln4924,RP11-475O6.1
Mln4924,LINC01085
Mln4924,RP11-143I21.1
Mln4924,ARHGAP5-AS1
Mln4924,RP11-669I1.1
Mln4924,RP5-1069C8.2
Mln4924,ZFY-AS1
Mln4924,USP46-AS1
Mln4924,AC012531.25
Mln4924,RP11-893F2.14
Mln4924,NEXN-AS1
Mln4924,RP11-138I17.1
Mln4924,RP11-344G13.1
Mln4924,CTC-436K13.5
Mln4924,AC109642.1
Mln4924,RP11-375I20.6
Mln4924,RP11-742B18.1
Mln4924,RP11-67L3.4
Mln4924,RP11-45K10.2
Mln4924,CTC-276P9.1
Mln4924,CTD-3028N15.1
Mln4924,CTB-33O18.3
Mln4924,CTD-3080P12.3
Mln4924,RP11-510D19.1
Mln4924,RP11-400N13.1
Mln4924,RP11-546O6.4
Mln4924,CTD-2194D22.4
Mln4924,LINC00543
Mln4924,CTC-384G19.1
Mln4924,RP11-18F14.1
Mln4924,RP11-16L9.3
Mln4924,RP11-340A13.1
Mln4924,RP1-187B23.1
Mln4924,RP11-184E9.2
Mln4924,RP11-497K21.1
Mln4924,LINC01091
Mln4924,CTD-2161F6.3
Mln4924,LINC00690
Mln4924,RP11-440L14.1
Mln4924,RP11-594N15.2
Mln4924,RP11-872J21.3
Mln4924,RP11-422J15.1
Mln4924,CTD-2236F14.1
Mln4924,OVAAL
Mln4924,RP11-360K13.1
Mln4924,LINC00557
Mln4924,LINC00536
Mln4924,DLG5-AS1
Mln4924,RP11-669M16.1
Mln4924,NAV2-AS4
Mln4924,RP11-417F21.1
Mln4924,RP11-534L20.5
Mln4924,RP11-359B12.2
Mln4924,RP11-855O10.2
Mln4924,AC020601.1
Mln4924,CTD-2350J17.1
Mln4924,RP11-151E14.1
Mln4924,AC062029.1
Mln4924,RP11-574H6.1
Mln4924,RP11-45P15.4
Mln4924,RP11-785F11.1
Mln4924,RP11-396F22.1
Mln4924,CTD-2194D22.2
Mln4924,RP4-694A7.4
Mln4924,RP11-13E5.2
Mln4924,C6orf3
Mln4924,CTC-493L21.1
Mln4924,RP11-440I14.2
Mln4924,RP11-597D13.8
Mln4924,LINC00925
Mln4924,RP3-512B11.3
Mln4924,RP11-704C2.1
Mln4924,RPL34-AS1
Mln4924,CTD-2296D1.2
Mln4924,AC007880.1
Mln4924,AC007557.2
Mln4924,RP11-230G5.2
Mln4924,RP11-386B13.3
Mln4924,CHL1-AS1
Mln4924,RP11-673E11.2
Mln4924,RP11-447B18.1
Mln4924,CTB-107G13.1
Mln4924,RP11-517C16.2
Mln4924,RP11-322J23.1
Mln4924,RFTN1P1
Mln4924,DCTN1-AS1
Mln4924,RP13-81N3.2
Mln4924,AC007740.1
Mln4924,AC087393.1
Mln4924,RP11-59E19.4
Mln4924,RP11-168E17.1
Mln4924,AC007879.2
Mln4924,RP11-96B5.4
Mln4924,VPS9D1-AS1
Mln4924,RP5-994D16.3
Mln4924,RP11-73G16.1
Mln4924,LINC00700
Mln4924,AC009120.4
Mln4924,RP11-506N2.1
Mln4924,AC093822.1
Mln4924,RP11-983P16.4
Mln4924,RP11-126K1.6
Mln4924,DPP10-AS1
Mln4924,SPATA3-AS1
Mln4924,CTA-280A3__B.2
Mln4924,RP11-39H13.1
Mln4924,RP11-626I20.3
Mln4924,RP11-70F11.8
Mln4924,CTD-2170G1.2
Mln4924,RP11-539L10.3
Mln4924,DNM1P51
Mln4924,RP11-443C10.1
Mln4924,RP11-863K10.2
Mln4924,RP11-421P23.1
Mln4924,LINC00485
Mln4924,LINC00879
Mln4924,LINC00560
Mln4924,LINC01102
Mln4924,RP13-467H17.1
Mln4924,AC006277.2
Mln4924,RP11-499P20.2
Mln4924,RP1-69M21.2
Mln4924,AC145110.1
Mln4924,RP5-991O23.1
Mln4924,RP11-90P13.1
Mln4924,RP11-639B1.1
Mln4924,LINC00263
Mln4924,KB-1568E2.1
Mln4924,RP11-49I11.1
Mln4924,GSN-AS1
Mln4924,GS1-251I9.4
Mln4924,LINC00635
Mln4924,RP11-1008C21.2
Mln4924,RP11-756K15.2
Mln4924,BCAR4
Mln4924,RP11-10A14.7
Mln4924,LINC00514
Mln4924,RP1-117O3.2
Mln4924,OVOL1-AS1
Mln4924,RP11-10C8.2
Mln4924,RP3-473B4.3
Mln4924,LINC00639
Mln4924,RP11-960B9.2
Mln4924,LINC00996
Mln4924,RP11-21C4.1
Mln4924,AC000099.1
Mln4924,SOX2-OT
Mln4924,CTB-78F1.1
Mln4924,LINC00928
Mln4924,AC097662.2
Mln4924,CTD-2632K10.1
Mln4924,LINC00608
Mln4924,HOXA-AS3
Mln4924,RP4-742J24.2
Mln4924,RP11-304C12.3
Mln4924,IL12A-AS1
Mln4924,FLNB-AS1
Mln4924,RP11-65G9.1
Mln4924,RP11-243E13.1
Mln4924,PVT1
Mln4924,RP11-63B19.1
Mln4924,RP11-1398P2.1
Mln4924,INTS6-AS1
Mln4924,RP5-1077H22.2
Mln4924,RP11-677M14.3
Mln4924,RP11-400D2.2
Mln4924,KCNQ1DN
Mln4924,RP11-568N6.1
Mln4924,RP11-451G4.1
Mln4924,KIRREL3-AS2
Mln4924,RP11-65M17.3
Mln4924,AC010987.6
Mln4924,RP11-21L23.3
Mln4924,RP5-1027O15.1
Mln4924,RP11-359K18.3
Mln4924,RP11-324J3.1
Mln4924,MIR4313
Mln4924,RP11-401P9.5
Mln4924,RP11-142C4.6
Mln4924,AC147651.4
Mln4924,DNAJB8-AS1
Mln4924,RP11-429B14.4
Mln4924,TBX5-AS1
Mln4924,LINC00644
Mln4924,GS1-24F4.2
Mln4924,RP11-540K16.1
Mln4924,LINC01071
Mln4924,FOXD2-AS1
Mln4924,EXTL3-AS1
Mln4924,UNC5B-AS1
Mln4924,LINC00507
Mln4924,AP000251.3
Mln4924,RP11-343H5.6
Mln4924,RP11-355E10.1
Mln4924,TEX36-AS1
Mln4924,RP5-1120P11.1
Mln4924,RP11-513O17.3
Mln4924,RP11-182J23.1
Mln4924,RP11-474D1.2
Mln4924,RP11-59E19.1
Mln4924,DOCK9-AS2
Mln4924,RP11-715J22.3
Mln4924,RP11-700H6.1
Mln4924,AC144831.1
Mln4924,PRKCQ-AS1
Mln4924,TMPO-AS1
Mln4924,LINC00844
Mln4924,RP11-413B19.2
Mln4924,RP11-240A16.1
Mln4924,RP11-296I10.3
Mln4924,CTC-471C19.1
Mln4924,RP11-542G1.3
Mln4924,RP11-38C18.3
Mln4924,RP11-637A17.2
Mln4924,RP11-809F4.3
Mln4924,RP11-108M9.4
Mln4924,LINC00901
Mln4924,RP11-260O18.1
Mln4924,LINC00682
Mln4924,RP11-781A6.1
Mln4924,RP11-90K6.1
Mln4924,RP11-379K22.2
Mln4924,CTD-2647E9.3
Mln4924,MYLK-AS1
Mln4924,RP11-285F7.2
Mln4924,KMT2E-AS1
Mln4924,RP11-295P9.3
Mln4924,RP11-488C13.5
Mln4924,IGSF11-AS1
Mln4924,MEG8
Mln4924,RP11-653G8.2
Mln4924,RP11-460N16.1
Mln4924,RP11-202D1.2
Mln4924,RP11-284F21.8
Mln4924,RP11-586K2.1
Mln4924,LINC00645
Mln4924,CTD-2210P24.1
Mln4924,LSAMP-AS1
Mln4924,RP11-661P17.1
Mln4924,RP11-1081M5.2
Mln4924,RP11-112J1.2
Mln4924,LINC00992
Mln4924,RP11-369C8.1
Mln4924,RP11-600K15.1
Mln4924,WWTR1-AS1
Mln4924,LINC00556
Mln4924,RP11-515O17.3
Mln4924,IDS
Mln4924,LINC01146
Mln4924,RPPH1
Mln4924,AC004158.3
Mln4924,RP11-203B7.2
Mln4924,RP11-18H7.1
Mln4924,RP11-44F14.8
Mln4924,AF067845.1
Mln4924,RP11-470M17.2
Mln4924,RP11-446F17.3
Mln4924,KB-431C1.4
Mln4924,RP11-21M24.2
Mln4924,MNX1-AS1
Mln4924,IL21R-AS1
Mln4924,RP1-63G5.5
Mln4924,RP13-20L14.1
Mln4924,RP11-955H22.3
Mln4924,RP11-476D10.1
Mln4924,RGMB-AS1
Mln4924,RP5-968P14.2
Mln4924,AC140542.2
Mln4924,RP11-92G12.3
Mln4924,LINC00930
Mln4924,LINC01003
Mln4924,RP11-272D12.1
Mln4924,RP11-626G11.1
Mln4924,IGFBP7-AS1
Mln4924,RP11-794P6.6
Mln4924,RP11-108B14.5
Mln4924,LINC01021
Mln4924,LINC00461
Mln4924,RP11-219B17.1
Mln4924,RP11-164P12.3
Mln4924,RP5-1021I20.1
Mln4924,LINC00555
Mln4924,RP13-539F13.3
Mln4924,CTD-2336O2.1
Mln4924,DDX11-AS1
Mln4924,RP11-236P13.1
Mln4924,RP11-279F6.1
Mln4924,AC006552.1
Mln4924,GAN
Mln4924,RP11-804F13.1
Mln4924,RP11-189E14.4
Mln4924,RP11-489G11.3
Mln4924,RP11-875O11.2
Mln4924,RP11-856M7.1
Mln4924,LINC00561
Mln4924,RP11-510C10.4
Mln4924,RP11-319E16.1
Mln4924,RP11-486L19.2
Mln4924,RP11-584P21.2
Mln4924,CTD-2302E22.4
Mln4924,RP11-428C6.2
Mln4924,CTD-2547L24.4
Mln4924,LINC00504
Mln4924,RP11-753D20.4
Mln4924,RP11-461L18.1
Mln4924,RP11-760D2.11
Mln4924,RP11-254F7.1
Mln4924,RP11-429A20.4
Mln4924,RP11-454K7.3
Mln4924,RP11-292D4.3
Mln4924,RP11-109G23.3
Mln4924,RP11-333E1.1
Mln4924,CASC18
Mln4924,CTD-2291D10.1
Mln4924,RP11-709B3.2
Mln4924,KB-1000E4.2
Mln4924,RP11-171N4.1
Mln4924,CTC-313D10.1
Mln4924,RP11-313C4.1
Mln4924,CTD-2339F6.1
Mln4924,LINC00922
Mln4924,RP11-17A4.3
Mln4924,RP11-864J10.4
Mln4924,RP11-529K1.2
Mln4924,RP11-533E19.5
Mln4924,CTA-445C9.14
Mln4924,LOXL1-AS1
Mln4924,AQP4-AS1
Mln4924,RP11-966I7.2
Mln4924,RP11-366M4.3
Mln4924,RP11-165H23.1
Mln4924,RP11-19D2.2
Mln4924,RP11-63A11.1
Mln4924,RP11-356K23.1
Mln4924,RP11-95M5.1
Mln4924,CTD-2526A2.2
Mln4924,RP11-504A18.1
Mln4924,RP11-768F21.1
Mln4924,RP11-561E1.1
Mln4924,RP11-273B20.1
Mln4924,RP11-778J15.1
Mln4924,RP3-406A7.7
Mln4924,AP001372.2
Mln4924,LINC00648
Mln4924,RP11-294O2.2
Mln4924,SH3RF3-AS1
Mln4924,SMAD1-AS2
Mln4924,SNAI3-AS1
Mln4924,RP11-360A18.2
Mln4924,RP1-39J2.1
Mln4924,RP11-219B4.3
Mln4924,RP11-579D7.4
Mln4924,RP11-680F8.1
Mln4924,RP11-112L7.1
Mln4924,RP5-1057J7.6
Mln4924,RP11-315O6.1
Mln4924,RP11-363E6.3
Mln4924,RP11-524O1.4
Mln4924,NTRK3-AS1
Mln4924,CTD-2291D10.2
Mln4924,RP11-63D14.1
Mln4924,RP11-201A3.1
Mln4924,RP11-403P17.3
Mln4924,HOXA10-AS
Mln4924,CTD-2047H16.4
Mln4924,RP11-141J13.5
Mln4924,RP11-666I19.2
Mln4924,RP11-540D4.3
Mln4924,RP11-290H9.4
Mln4924,RP11-676J12.6
Mln4924,RP11-285A1.1
Mln4924,RP11-489D6.2
Mln4924,RP11-1055B8.4
Mln4924,RP11-299H22.1
Mln4924,AC025442.3
Mln4924,RP11-473M20.14
Mln4924,CTD-2561B21.11
Mln4924,CAPN10-AS1
Mln4924,RP11-407A16.3
Mln4924,RP11-38F22.1
Mln4924,CTD-2281E23.1
Mln4924,RP11-366L5.1
Mln4924,RP11-162I7.1
Mln4924,CTD-3088G3.6
Mln4924,RP11-531A24.3
Mln4924,RP11-102M11.2
Mln4924,RP11-299H22.6
Mln4924,RP11-589P10.5
Mln4924,RP1-58B11.1
Mln4924,RP11-521O16.2
Mln4924,LZTS1-AS1
Mln4924,RP11-103J17.2
Mln4924,RP11-609L23.1
Mln4924,RP11-1070N10.4
Mln4924,RP6-201G10.2
Mln4924,RP11-629O1.2
Mln4924,RP11-502N13.2
Mln4924,RP11-388C12.1
Nilotinib,IDI2-AS1
Nilotinib,RP4-724E16.2
Nilotinib,RP11-325N19.3
Nilotinib,EGOT
Nilotinib,MCM3AP-AS1
Nilotinib,XIST
Nilotinib,RP11-79P5.2
Nilotinib,RP11-617F23.1
Nilotinib,TTTY14
Nilotinib,PVT1
Nilotinib,PYY2
Nilotinib,AC007405.4
Nilotinib,RP11-61A14.4
Nilotinib,RP11-65G9.1
Nilotinib,SNHG14
Nilotinib,TP53TG1
Nilotinib,LINC00472
Nilotinib,CTA-134P22.2
Nilotinib,LINC00483
Nilotinib,RP11-44F21.3
Nilotinib,Z83844.1
Nilotinib,RP6-91H8.1
Nilotinib,RP11-499E18.1
Nilotinib,MIR22HG
Nilotinib,RP11-617D20.1
Nilotinib,RP11-181G12.2
Nilotinib,RP1-223E5.4
Nilotinib,FOXN3-AS2
Nilotinib,NEAT1
Nilotinib,RP11-775C24.3
Nilotinib,KCNQ1DN
Nilotinib,VENTXP1
Nilotinib,ATXN8OS
Nilotinib,RP11-10N23.4
Nilotinib,THAP9-AS1
Nilotinib,LINC00599
Nilotinib,RP11-430B1.2
Nilotinib,RP1-149A16.17
Nilotinib,AC096579.7
Nilotinib,MYCNOS
Nilotinib,LA16c-381G6.1
Nilotinib,TCL6
Nilotinib,LINC00837
Nilotinib,LINC01136
Nilotinib,HEXA-AS1
Nilotinib,RP11-566E18.3
Nilotinib,MLLT4-AS1
Nilotinib,BPESC1
Nilotinib,RP11-654A16.3
Nilotinib,AP001062.7
Nilotinib,HAND2-AS1
Nilotinib,RP5-1184F4.5
Nilotinib,AC002310.7
Nilotinib,RP11-930P14.2
Nilotinib,RP11-2E17.1
Nilotinib,RP11-473M20.14
Nilotinib,LINC00939
Nilotinib,SMAD5-AS1
Nilotinib,SMG7-AS1
Nilotinib,CROCCP2
Nilotinib,CTD-3126B10.1
Nilotinib,RP4-630C24.3
Nilotinib,GSN-AS1
Nsc319726,ZFAS1
Nsc319726,LINC00324
Nsc319726,MIR22HG
Nsc319726,SNHG12
Nsc319726,MLLT4-AS1
Nsc319726,TMEM191A
Nsc319726,MEG3
Nsc319726,MIR17HG
Nsc319726,MCM3AP-AS1
Nsc319726,RPS10P7
Nsc319726,EPB41L4A-AS1
Nsc319726,ZFHX4-AS1
Nsc319726,MIR29A
Nsc319726,HOTAIR
Nsc319726,LINC-PINT
Nsc319726,THAP9-AS1
Nsc319726,RP11-125B21.2
Nsc319726,LINC00263
Nsc319726,PTPRG-AS1
Nsc319726,RP11-349A22.5
Nsc319726,AP001372.2
Nsc319726,MIR210HG
Nsc319726,RP11-253E3.3
Nsc319726,MEG8
Nsc319726,TMPO-AS1
Nvp-tnks656,RP1-28O17.1
Nvp-tnks656,RCL1
Nvp-tnks656,RP11-74C13.3
Nvp-tnks656,RP1-63G5.5
Nvp-tnks656,RGPD4-AS1
Nvp-tnks656,RP11-84C10.2
Nvp-tnks656,LINC00525
Nvp-tnks656,LINC00309
Nvp-tnks656,TAS2R1
Nvp-tnks656,LINC00208
Nvp-tnks656,RP11-847H18.2
Nvp-tnks656,RP11-359K18.3
Nvp-tnks656,AC007099.1
Nvp-tnks656,RP11-463J7.2
Nvp-tnks656,AC011752.1
Nvp-tnks656,RP11-218M22.1
Nvp-tnks656,AC005009.1
Nvp-tnks656,MTUS2-AS1
Nvp-tnks656,LINC00311
Nvp-tnks656,LINC00174
Nvp-tnks656,AC073072.5
Nvp-tnks656,CTD-3203P2.1
Nvp-tnks656,RP11-292F22.7
Nvp-tnks656,FER1L6-AS1
Nvp-tnks656,RP5-1158E12.3
Nvp-tnks656,ATG9B
Nvp-tnks656,LINC00968
Nvp-tnks656,WT1-AS
Nvp-tnks656,COL18A1-AS1
Nvp-tnks656,BPIFA4P
Nvp-tnks656,PCAT7
Nvp-tnks656,LINC00643
Nvp-tnks656,LINC00319
Nvp-tnks656,AL035610.1
Nvp-tnks656,LINC00238
Nvp-tnks656,LINC01107
Nvp-tnks656,RP11-557H15.4
Nvp-tnks656,AC004988.1
Nvp-tnks656,TDRG1
Nvp-tnks656,RP11-713P17.3
Nvp-tnks656,AC079586.1
Nvp-tnks656,DGKK
Nvp-tnks656,ATP11A-AS1
Nvp-tnks656,CTD-2126E3.1
Nvp-tnks656,CTC-308K20.1
Nvp-tnks656,ST8SIA6-AS1
Nvp-tnks656,RP11-497E19.1
Nvp-tnks656,LINC00487
Nvp-tnks656,H1FX-AS1
Nvp-tnks656,LINC00277
Nvp-tnks656,NALCN-AS1
Nvp-tnks656,RP5-1069C8.2
Nvp-tnks656,RP11-375O18.2
Nvp-tnks656,LINC00892
Nvp-tnks656,LINC00488
Nvp-tnks656,AP000472.2
Nvp-tnks656,RP11-415J8.5
Nvp-tnks656,LINC00189
Nvp-tnks656,Z83844.1
Nvp-tnks656,BCORP1
Nvp-tnks656,LINC01139
Nvp-tnks656,KIRREL3-AS3
Nvp-tnks656,RP11-16L9.3
Nvp-tnks656,AC079354.3
Nvp-tnks656,LINC00460
Nvp-tnks656,AC003090.1
Nvp-tnks656,TINCR
Nvp-tnks656,AC002463.3
Nvp-tnks656,RP11-44F21.3
Nvp-tnks656,RP11-71G7.1
Nvp-tnks656,AC103563.8
Nvp-tnks656,RP11-554D15.1
Nvp-tnks656,RP11-465B22.5
Nvp-tnks656,RP11-24J23.2
Nvp-tnks656,AP001048.4
Nvp-tnks656,RP11-354E11.2
Nvp-tnks656,LINC01057
Nvp-tnks656,RP11-125M16.1
Nvp-tnks656,RP11-364P22.1
Nvp-tnks656,RP11-510C10.2
Nvp-tnks656,DNAJC27-AS1
Nvp-tnks656,AC006372.4
Nvp-tnks656,GS1-18A18.1
Nvp-tnks656,RP11-191L9.4
Nvp-tnks656,LINC00620
Nvp-tnks656,LINC01087
Nvp-tnks656,RP11-168O10.6
Nvp-tnks656,RP11-38C18.2
Nvp-tnks656,RP5-933E2.1
Nvp-tnks656,LINC00853
Nvp-tnks656,RP11-236P13.1
Nvp-tnks656,AP000469.2
Nvp-tnks656,AP001347.6
Nvp-tnks656,RP11-225H22.4
Nvp-tnks656,LINC00320
Nvp-tnks656,LINC00705
Nvp-tnks656,RFPL1S
Nvp-tnks656,RP11-374P20.4
Nvp-tnks656,AC002064.5
Nvp-tnks656,FAM83C-AS1
Nvp-tnks656,RP11-341A22.2
Nvp-tnks656,AC093415.2
Nvp-tnks656,DOCK4-AS1
Nvp-tnks656,C9orf135-AS1
Nvp-tnks656,RP11-3L8.3
Nvp-tnks656,AP001627.1
Nvp-tnks656,LINC00599
Nvp-tnks656,RP11-230B22.1
Nvp-tnks656,RP11-127O4.3
Nvp-tnks656,LINC00626
Nvp-tnks656,RP11-619L12.4
Nvp-tnks656,RP11-395B7.2
Nvp-tnks656,RP5-991O23.1
Nvp-tnks656,AC116614.1
Nvp-tnks656,FGF13-AS1
Nvp-tnks656,AC099342.1
Nvp-tnks656,AC007461.2
Nvp-tnks656,AC124997.1
Nvp-tnks656,RP1-310O13.7
Nvp-tnks656,ARHGAP26-AS1
Nvp-tnks656,MIR29A
Nvp-tnks656,RP11-579E24.1
Nvp-tnks656,NEXN-AS1
Nvp-tnks656,AC093375.1
Nvp-tnks656,LINC00323
Nvp-tnks656,RP11-406O16.1
Nvp-tnks656,LINC00606
Nvp-tnks656,SPANXA2-OT1
Nvp-tnks656,LINC00545
Nvp-tnks656,LINC00343
Nvp-tnks656,AC092155.4
Nvp-tnks656,SHANK2-AS2
Nvp-tnks656,LINC00424
Nvp-tnks656,AP001189.4
Nvp-tnks656,AC010145.4
Nvp-tnks656,RP11-432J24.5
Nvp-tnks656,LINC00354
Nvp-tnks656,LINC00454
Nvp-tnks656,LINC00161
Nvp-tnks656,MAGI2-AS2
Nvp-tnks656,RP11-707P20.1
Nvp-tnks656,ITGB2-AS1
Nvp-tnks656,AL592494.5
Nvp-tnks656,LBX1-AS1
Nvp-tnks656,RP11-63B19.1
Nvp-tnks656,AC092535.3
Nvp-tnks656,SENCR
Nvp-tnks656,INTS6-AS1
Nvp-tnks656,RP11-445L13__B.3
Nvp-tnks656,LINC00421
Nvp-tnks656,KIF9-AS1
Nvp-tnks656,PCGEM1
Nvp-tnks656,AC010987.6
Nvp-tnks656,RP11-169D4.1
Nvp-tnks656,AC109333.10
Nvp-tnks656,RP11-448P19.1
Nvp-tnks656,AC018647.3
Nvp-tnks656,RP11-406A20.4
Nvp-tnks656,SOX21-AS1
Nvp-tnks656,RP11-171A24.2
Nvp-tnks656,SUCLA2-AS1
Nvp-tnks656,LINC00948
Nvp-tnks656,RP11-102C16.3
Nvp-tnks656,RP11-276H7.2
Nvp-tnks656,RP11-383C5.3
Nvp-tnks656,AC099684.1
Nvp-tnks656,RP11-251M1.1
Nvp-tnks656,LINC01125
Nvp-tnks656,U1
Nvp-tnks656,RP11-787B4.2
Nvp-tnks656,LINC00844
Nvp-tnks656,SRGAP3-AS2
Nvp-tnks656,LINC00954
Nvp-tnks656,AC104653.1
Nvp-tnks656,RP11-540D4.3
Nvp-tnks656,RP11-265D19.6
Nvp-tnks656,RP11-70F11.8
Nvp-tnks656,AC020571.3
Nvp-tnks656,LINC01165
Nvp-tnks656,RP11-360P21.2
Nvp-tnks656,AC007038.7
Nvp-tnks656,EPHA1-AS1
Nvp-tnks656,LINC00242
Nvp-tnks656,LINC00582
Nvp-tnks656,LINC00710
Nvp-tnks656,AC098973.1
Nvp-tnks656,MCHR2-AS1
Nvp-tnks656,HYI-AS1
Nvp-tnks656,AC012494.1
Nvp-tnks656,RP11-521D12.1
Nvp-tnks656,AC108056.1
Nvp-tnks656,RP11-462L8.1
Nvp-tnks656,RP1-140J1.1
Nvp-tnks656,LINC00881
Nvp-tnks656,CTD-3049M7.1
Nvp-tnks656,RP11-80B9.4
Nvp-tnks656,RP11-402G3.5
Nvp-tnks656,NFE4
Nvp-tnks656,RP11-1191J2.2
Nvp-tnks656,RP11-334J6.6
Nvp-tnks656,NAALADL2-AS3
Nvp-tnks656,RP4-705O1.1
Nvp-tnks656,RP4-737E23.2
Nvp-tnks656,AC092667.2
Nvp-tnks656,RP11-684B21.1
Nvp-tnks656,snoU13
Nvp-tnks656,AC079807.4
Nvp-tnks656,RP11-1398P2.1
Nvp-tnks656,RP4-792G4.2
Nvp-tnks656,RP11-259A24.1
Nvp-tnks656,RP11-34A14.3
Nvp-tnks656,A2M-AS1
Nvp-tnks656,AC013275.2
Nvp-tnks656,RP11-752D24.3
Nvp-tnks656,RP11-400N9.1
Nvp-tnks656,BDNF-AS
Nvp-tnks656,RP5-942I16.1
